# Sensor type: Thingy
# Activity type: Normal walking
# Activity subtype: Normal
# Subject id: s2063346
# Notes: thingy 1.31
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1695752566913,-0.9736328,0.036132812,-0.13769531,-11.1875,17.34375,28.6875,0.0,0.0,0.0
1695752566942,-0.9794922,0.047851562,-0.08886719,-13.40625,17.09375,30.75,0.0,0.0,0.0
1695752566972,-0.95214844,0.046875,-0.087890625,-14.375,16.625,27.625,0.0,0.0,0.0
1695752567032,-0.9707031,9.765625E-4,-0.1484375,-27.25,11.78125,22.9375,0.0,0.0,0.0
1695752567061,-0.96875,-0.09277344,-0.21386719,-30.90625,3.375,17.03125,-32.6875,20.75,-46.6875
1695752567092,-0.9746094,-0.08203125,-0.115234375,-35.0625,10.40625,5.90625,0.0,0.0,0.0
1695752567152,-1.0419922,-0.08886719,-0.049804688,-22.1875,-1.5,-8.5,0.0,0.0,0.0
1695752567212,-1.2373047,-0.060546875,-0.1640625,12.375,-11.15625,-35.65625,0.0,0.0,0.0
1695752567215,-1.6357422,-0.0048828125,0.0107421875,9.0625,-25.6875,-65.8125,0.0,0.0,0.0
1695752567272,-1.1416016,0.0234375,0.18261719,-22.65625,-72.3125,-88.625,0.0,0.0,0.0
1695752567303,-0.98828125,0.4091797,0.15136719,-83.65625,-93.1875,-133.125,0.0,0.0,0.0
1695752567332,-0.8857422,0.3515625,0.11035156,-82.125,-51.6875,-86.25,0.0,0.0,0.0
1695752567392,-1.1337891,0.06640625,-0.028320312,-65.5625,-55.59375,-74.0625,0.0,0.0,0.0
1695752567453,-1.1826172,0.0126953125,-0.032226562,-86.5,-41.84375,-71.1875,0.0,0.0,0.0
1695752567456,-0.9199219,-0.09863281,0.033203125,-39.40625,-26.03125,-63.84375,0.0,0.0,0.0
1695752567511,-0.9033203,-0.12011719,0.024414062,8.875,-18.84375,-55.3125,0.0,0.0,0.0
1695752567542,-0.8535156,-0.17089844,-0.0078125,20.96875,0.9375,-34.8125,0.0,0.0,0.0
1695752567572,-0.7832031,-0.15625,-0.041015625,43.6875,10.9375,-27.96875,-33.75,3.8125,-34.4375
1695752567633,-0.73828125,0.015625,0.099609375,23.78125,16.625,-7.34375,0.0,0.0,0.0
1695752567667,-0.81347656,-0.15332031,0.17871094,10.46875,21.8125,20.5625,0.0,0.0,0.0
1695752567692,-0.8417969,-0.29296875,0.087890625,6.09375,21.6875,28.84375,0.0,0.0,0.0
1695752567752,-0.9199219,-0.34179688,0.072265625,18.65625,24.4375,38.75,0.0,0.0,0.0
1695752567783,-1.0,-0.42578125,0.09375,30.3125,17.09375,37.90625,0.0,0.0,0.0
1695752567813,-0.9765625,-0.5595703,0.030273438,51.3125,5.875,21.59375,0.0,0.0,0.0
1695752567872,-0.91308594,-0.44726562,0.0390625,18.03125,30.59375,6.09375,0.0,0.0,0.0
1695752567902,-0.89453125,-0.45703125,0.21191406,31.40625,26.09375,-0.5,0.0,0.0,0.0
1695752567932,-0.8408203,-0.1171875,-0.115234375,65.03125,15.59375,25.5625,0.0,0.0,0.0
1695752567994,-1.2861328,0.12792969,-0.005859375,62.15625,37.375,62.4375,0.0,0.0,0.0
1695752568022,-1.9863281,-0.0625,0.17382812,-5.46875,-8.71875,8.84375,0.0,0.0,0.0
1695752568052,-0.6191406,0.2705078,-0.17773438,36.28125,4.03125,2.0625,-31.0625,5.75,-39.6875
1695752568113,-0.2734375,0.56152344,0.6064453,-98.96875,41.03125,43.25,0.0,0.0,0.0
1695752568143,-1.2050781,0.123046875,-0.4111328,-3.5625,8.375,64.75,0.0,0.0,0.0
1695752568173,-1.1220703,-0.2578125,-0.34765625,152.6875,36.53125,70.84375,0.0,0.0,0.0
1695752568232,-0.80859375,-0.07519531,0.03515625,-111.78125,-17.3125,14.28125,0.0,0.0,0.0
1695752568263,-1.0107422,0.19042969,-0.048828125,4.75,26.8125,18.65625,0.0,0.0,0.0
1695752568293,-1.1083984,0.111328125,-0.109375,0.34375,21.0625,23.3125,0.0,0.0,0.0
1695752568353,-0.94433594,-0.025390625,-0.13476562,-62.90625,15.40625,12.0625,0.0,0.0,0.0
1695752568384,-0.92578125,-0.0146484375,-0.1640625,-22.0,17.09375,9.09375,0.0,0.0,0.0
1695752568412,-0.9794922,0.04296875,-0.099609375,-34.6875,14.375,5.34375,0.0,0.0,0.0
1695752568533,-0.9667969,0.083984375,-0.1015625,-30.96875,12.09375,9.375,0.0,0.0,0.0
1695752568536,-0.9716797,0.08496094,-0.14257812,-19.1875,11.0625,18.0,0.0,0.0,0.0
1695752568540,-0.97265625,0.057617188,-0.14453125,-20.96875,15.8125,22.21875,0.0,0.0,0.0
1695752568592,-0.9638672,0.072265625,-0.12695312,-12.59375,18.15625,27.5625,-29.25,19.25,-45.9375
1695752568622,-0.953125,0.080078125,-0.14453125,-11.0625,18.375,29.28125,0.0,0.0,0.0
1695752568683,-0.93847656,0.09667969,-0.140625,-25.0625,16.4375,25.375,0.0,0.0,0.0
1695752568712,-0.9794922,0.06933594,-0.12597656,-34.5625,11.0,17.5625,0.0,0.0,0.0
1695752568743,-0.9511719,0.015625,-0.18847656,-40.125,8.4375,10.25,0.0,0.0,0.0
1695752568772,-0.984375,0.049804688,-0.11425781,-48.375,13.1875,8.40625,0.0,0.0,0.0
1695752568832,-0.96777344,-0.046875,-0.16503906,-39.09375,8.75,13.78125,0.0,0.0,0.0
1695752568864,-1.1542969,-0.07714844,-0.18457031,-27.5,5.4375,5.0625,0.0,0.0,0.0
1695752568896,-1.3251953,-0.13183594,-0.140625,-6.4375,-3.78125,-18.25,0.0,0.0,0.0
1695752568952,-1.3515625,-0.13183594,0.017578125,19.3125,-27.5625,-44.3125,0.0,0.0,0.0
1695752568984,-1.0703125,0.028320312,0.25195312,9.4375,-79.5,-87.15625,0.0,0.0,0.0
1695752569014,-0.9121094,0.47753906,0.08203125,-28.96875,-95.25,-118.78125,0.0,0.0,0.0
1695752569072,-1.0214844,0.32714844,-0.045898438,-88.65625,-57.59375,-84.375,-29.875,19.0625,-39.5
1695752569102,-1.1982422,-0.032226562,-0.1640625,-69.71875,-58.8125,-74.46875,0.0,0.0,0.0
1695752569139,-1.078125,-0.10058594,-0.0625,-90.53125,-32.34375,-75.03125,0.0,0.0,0.0
1695752569193,-0.9814453,-0.12890625,-0.0068359375,-36.28125,-31.96875,-87.84375,0.0,0.0,0.0
1695752569223,-0.95996094,-0.11230469,0.0078125,42.40625,-16.46875,-68.5625,0.0,0.0,0.0
1695752569252,-0.9609375,-0.09277344,0.0703125,6.8125,-6.75,-61.0,0.0,0.0,0.0
1695752569313,-0.7626953,0.0087890625,-0.0146484375,47.21875,-6.09375,-44.125,0.0,0.0,0.0
1695752569341,-0.71875,0.0234375,0.061523438,14.0625,10.75,-18.375,0.0,0.0,0.0
1695752569373,-0.7607422,-0.07910156,0.13671875,3.75,15.34375,13.78125,0.0,0.0,0.0
1695752569433,-0.8203125,-0.22558594,0.14941406,8.53125,4.15625,33.1875,0.0,0.0,0.0
1695752569462,-0.8408203,-0.29492188,0.072265625,12.4375,13.125,44.96875,0.0,0.0,0.0
1695752569491,-0.8652344,-0.4296875,0.15820312,61.9375,20.21875,63.84375,0.0,0.0,0.0
1695752569552,-1.2314453,-0.5996094,0.28320312,89.28125,4.65625,68.46875,0.0,0.0,0.0
1695752569612,-1.2158203,-0.89746094,0.046875,33.0625,3.25,-17.90625,-31.625,11.875,-33.6875
1695752569615,-0.5722656,0.013671875,-0.13085938,11.4375,25.15625,-16.0625,0.0,0.0,0.0
1695752569673,-1.1875,0.36914062,0.25976562,13.03125,55.875,57.125,0.0,0.0,0.0
1695752569702,-1.9863281,-0.23828125,0.29003906,54.65625,-49.3125,32.53125,0.0,0.0,0.0
1695752569762,-0.9433594,0.00390625,-0.4296875,97.3125,23.625,16.78125,0.0,0.0,0.0
1695752569792,-0.36035156,0.33398438,0.18847656,-74.4375,59.78125,24.53125,0.0,0.0,0.0
1695752569822,-1.0791016,0.1875,-0.11621094,-90.59375,31.875,27.75,0.0,0.0,0.0
1695752569882,-1.1708984,-0.115234375,-0.234375,130.96875,32.125,68.15625,0.0,0.0,0.0
1695752569914,-0.8613281,-0.06738281,-0.13378906,-14.78125,5.5,23.5625,0.0,0.0,0.0
1695752569942,-1.0175781,0.115234375,-0.045898438,-11.875,36.625,18.53125,0.0,0.0,0.0
1695752569978,-1.0566406,0.078125,-0.01171875,-8.15625,19.3125,24.40625,0.0,0.0,0.0
1695752570032,-1.0273438,0.013671875,-0.12597656,-46.40625,15.03125,15.3125,0.0,0.0,0.0
1695752570062,-0.8828125,-0.0126953125,-0.13476562,-29.5625,10.03125,15.0,-31.1875,19.6875,-42.1875
1695752570094,-0.9814453,0.036132812,-0.16308594,-4.59375,10.34375,13.0,0.0,0.0,0.0
1695752570152,-0.94921875,0.13574219,-0.08496094,-25.34375,17.0,10.96875,0.0,0.0,0.0
1695752570182,-0.9902344,0.14453125,-0.080078125,-16.6875,14.59375,21.21875,0.0,0.0,0.0
1695752570213,-1.0048828,0.07519531,-0.103515625,-23.59375,19.0625,25.8125,0.0,0.0,0.0
1695752570272,-0.95410156,0.043945312,-0.099609375,-21.21875,15.46875,30.03125,0.0,0.0,0.0
1695752570302,-0.9873047,-0.02734375,-0.13574219,-8.6875,18.03125,31.125,0.0,0.0,0.0
1695752570332,-0.9921875,0.037109375,-0.10839844,-15.65625,13.375,19.34375,0.0,0.0,0.0
1695752570392,-1.0195312,0.040039062,-0.16601562,-25.125,6.78125,12.625,0.0,0.0,0.0
1695752570422,-0.9511719,-0.0146484375,-0.14746094,-25.53125,8.625,16.28125,0.0,0.0,0.0
1695752570456,-0.9873047,-0.083984375,-0.17871094,-15.84375,9.0,12.75,0.0,0.0,0.0
1695752570513,-1.0478516,-0.11230469,-0.15429688,-11.5625,-7.375,1.09375,0.0,0.0,0.0
1695752570542,-1.1826172,-0.11425781,-0.078125,-7.28125,-10.53125,-20.46875,0.0,0.0,0.0
1695752570574,-1.3623047,-0.3203125,-0.0048828125,10.0,-37.28125,-56.46875,-28.375,27.5,-45.375
